Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
maven,org.apache.maven.repository.internal,DefaultModelResolverTest,testResolveDependencyThrowsUnresolvableModelExceptionWhenUsingRangesWithoutUpperBound,Long Statement,The length of the statement "final Dependency dependency=Dependency.newBuilder().groupId("ut.simple").artifactId("artifact").version("[1.0`)").build();" is 122.,158
maven,org.apache.maven.repository.internal,DefaultModelResolverTest,testResolveDependencyThrowsUnresolvableModelExceptionWhenUsingRangesWithoutUpperBound,Long Statement,The length of the statement "UnresolvableModelException e=assertThrows(UnresolvableModelException.class`() -> newModelResolver().resolveModel(dependency`new AtomicReference<>())`"Expected 'UnresolvableModelException' not thrown.");" is 202.,158
maven,org.apache.maven.repository.internal,DefaultModelResolverTest,testResolveDependencySuccessfullyResolvesExistingDependencyUsingHighestVersion,Long Statement,The length of the statement "final Dependency dependency=Dependency.newBuilder().groupId("ut.simple").artifactId("artifact").version("(`2.0)").build();" is 122.,185
maven,org.apache.maven.repository.internal,DefaultModelResolverTest,newModelResolver,Long Statement,The length of the statement "return new DefaultModelResolver(this.session`null`this.getClass().getName()`getContainer().lookup(ArtifactResolver.class)`getContainer().lookup(VersionRangeResolver.class)`getContainer().lookup(RemoteRepositoryManager.class)`Arrays.asList(newTestRepository()));" is 261.,199
maven,org.apache.maven.repository.internal,RepositorySystemTest,testReadArtifactDescriptor,Magic Number,The method contains a magic number: 2,56
maven,org.apache.maven.repository.internal,RepositorySystemTest,checkUtSimpleArtifactDependencies,Magic Number,The method contains a magic number: 4,71
maven,org.apache.maven.repository.internal,RepositorySystemTest,checkUtSimpleArtifactDependencies,Magic Number,The method contains a magic number: 4,71
maven,org.apache.maven.repository.internal,RepositorySystemTest,testCollectDependencies,Magic Number,The method contains a magic number: 2,115
maven,org.apache.maven.repository.internal,RepositorySystemTest,testResolveArtifacts,Magic Number,The method contains a magic number: 3,162
maven,org.apache.maven.repository.internal,RepositorySystemTest,testResolveArtifacts,Magic Number,The method contains a magic number: 2,162
maven,org.apache.maven.repository.internal.util,ConsoleTransferListener,transferInitiated,Long Statement,The length of the statement "println("transferInitiated"`message + ": " + event.getResource().getRepositoryUrl()+ event.getResource().getResourceName());" is 124.,48
maven,org.apache.maven.repository.internal.util,ConsoleTransferListener,transferProgressed,Magic Number,The method contains a magic number: 64,58
maven,org.apache.maven.repository.internal.util,ConsoleTransferListener,getStatus,Magic Number,The method contains a magic number: 1024,80
maven,org.apache.maven.repository.internal.util,ConsoleTransferListener,getStatus,Magic Number,The method contains a magic number: 1024,80
maven,org.apache.maven.repository.internal.util,ConsoleTransferListener,transferSucceeded,Long Statement,The length of the statement "println("transferSucceeded"`type + ": " + resource.getRepositoryUrl()+ resource.getResourceName()+ " ("+ len+ throughput+ ")");" is 127.,101
maven,org.apache.maven.repository.internal.util,ConsoleTransferListener,transferSucceeded,Magic Number,The method contains a magic number: 1024,101
maven,org.apache.maven.repository.internal.util,ConsoleTransferListener,transferSucceeded,Magic Number,The method contains a magic number: 1024.0,101
maven,org.apache.maven.repository.internal.util,ConsoleTransferListener,transferSucceeded,Magic Number,The method contains a magic number: 1000.0,101
maven,org.apache.maven.repository.internal.util,ConsoleTransferListener,transferCompleted,Magic Number,The method contains a magic number: 64,135
maven,org.apache.maven.repository.internal.util,ConsoleTransferListener,toKB,Magic Number,The method contains a magic number: 1023,151
maven,org.apache.maven.repository.internal.util,ConsoleTransferListener,toKB,Magic Number,The method contains a magic number: 1024,151
maven,org.apache.maven.settings.io.xpp3,SettingsXpp3Reader,read,Long Statement,The length of the statement "org.apache.maven.settings.v4.SettingsXpp3Reader reader=contentTransformer != null ? new org.apache.maven.settings.v4.SettingsXpp3Reader(contentTransformer::transform) : new org.apache.maven.settings.v4.SettingsXpp3Reader();" is 223.,117
maven,org.apache.maven.settings.building,DefaultSettingsBuilder,readSettings,Long Statement,The length of the statement "problems.add(SettingsProblem.Severity.FATAL`"Non-parseable settings " + settingsSource.getLocation() + ": "+ e.getMessage()`e.getLineNumber()`e.getColumnNumber()`e);" is 165.,167
maven,org.apache.maven.settings.building,DefaultSettingsBuilder,readSettings,Long Statement,The length of the statement "problems.add(SettingsProblem.Severity.FATAL`"Non-readable settings " + settingsSource.getLocation() + ": "+ e.getMessage()`-1`-1`e);" is 132.,167
maven,org.apache.maven.settings.building,DefaultSettingsBuilder,interpolate,Long Statement,The length of the statement "problems.add(SettingsProblem.Severity.WARNING`"Failed to use environment variables for interpolation: " + e.getMessage()`-1`-1`e);" is 130.,235
maven,org.apache.maven.settings.building,DefaultSettingsProblem,DefaultSettingsProblem,Long Parameter List,The method has 6 parameters. ,41
maven,org.apache.maven.settings.building,DefaultSettingsProblem,getLocation,Magic Number,The method contains a magic number: 256,77
maven,org.apache.maven.settings.building,DefaultSettingsProblem,toString,Magic Number,The method contains a magic number: 128,132
maven,org.apache.maven.settings.building,DefaultSettingsProblemCollector,add,Complex Conditional,The conditional expression line <= 0 && column <= 0 && (cause instanceof SettingsParseException) is complex.,48
maven,org.apache.maven.settings.building,DefaultSettingsProblemCollector,add,Long Parameter List,The method has 5 parameters. ,48
maven,org.apache.maven.settings.building,SettingsBuildingException,toMessage,Magic Number,The method contains a magic number: 1024,59
maven,org.apache.maven.settings.building,SettingsProblemCollector,add,Long Parameter List,The method has 5 parameters. ,27
maven,org.apache.maven.settings.crypto,DefaultSettingsDecrypter,decrypt,Long Statement,The length of the statement "problems.add(new DefaultSettingsProblem("Failed to decrypt password for server " + server.getId() + ": "+ e.getMessage()`Severity.ERROR`"server: " + server.getId()`-1`-1`e));" is 174.,50
maven,org.apache.maven.settings.crypto,DefaultSettingsDecrypter,decrypt,Long Statement,The length of the statement "problems.add(new DefaultSettingsProblem("Failed to decrypt passphrase for server " + server.getId() + ": "+ e.getMessage()`Severity.ERROR`"server: " + server.getId()`-1`-1`e));" is 176.,50
maven,org.apache.maven.settings.crypto,DefaultSettingsDecrypter,decrypt,Long Statement,The length of the statement "problems.add(new DefaultSettingsProblem("Failed to decrypt password for proxy " + proxy.getId() + ": "+ e.getMessage()`Severity.ERROR`"proxy: " + proxy.getId()`-1`-1`e));" is 170.,50
maven,org.apache.maven.settings.merge,MavenSettingsMerger,merge,Complex Method,Cyclomatic complexity of the method is 11,35
maven,org.apache.maven.settings.validation,DefaultSettingsValidator,validate,Complex Method,Cyclomatic complexity of the method is 24,54
maven,org.apache.maven.settings.validation,DefaultSettingsValidator,validate,Long Statement,The length of the statement "addViolation(problems`Severity.ERROR`"pluginGroups.pluginGroup[" + i + "]"`null`"must denote a valid group id and match the pattern " + ID);" is 140.,54
maven,org.apache.maven.settings.validation,DefaultSettingsValidator,validate,Long Statement,The length of the statement "addViolation(problems`Severity.WARNING`"servers.server.id"`null`"must be unique but found duplicate server with id " + server.getId());" is 135.,54
maven,org.apache.maven.settings.validation,DefaultSettingsValidator,validate,Long Statement,The length of the statement "addViolation(problems`Severity.WARNING`"mirrors.mirror.id"`null`"must not be 'local'" + "` this identifier is reserved for the local repository" + "` using it for other repositories will corrupt your repository metadata.");" is 223.,54
maven,org.apache.maven.settings.validation,DefaultSettingsValidator,validate,Long Statement,The length of the statement "addViolation(problems`Severity.WARNING`"profiles.profile.id"`null`"must be unique but found duplicate profile with id " + profile.getId());" is 139.,54
maven,org.apache.maven.settings.validation,DefaultSettingsValidator,validate,Long Statement,The length of the statement "addViolation(problems`Severity.WARNING`"proxies.proxy.id"`null`"must be unique but found duplicate proxy with id " + proxy.getId());" is 132.,54
maven,org.apache.maven.settings.validation,DefaultSettingsValidator,validate,Long Statement,The length of the statement "addViolation(problems`Severity.ERROR`"proxies.proxy[" + proxy.getId() + "].port"`null`"must be a valid integer but found '" + proxy.getPortString() + "'");" is 155.,54
maven,org.apache.maven.settings.validation,DefaultSettingsValidator,validateRepositories,Long Statement,The length of the statement "addViolation(problems`Severity.WARNING`prefix + ".id"`null`"must not be 'local'" + "` this identifier is reserved for the local repository" + "` using it for other repositories will corrupt your repository metadata.");" is 218.,212
maven,org.apache.maven.settings.validation,DefaultSettingsValidator,validateRepositories,Long Statement,The length of the statement "addViolation(problems`Severity.WARNING`prefix + ".id"`null`"must be unique but found duplicate repository with id " + repository.getId());" is 138.,212
maven,org.apache.maven.settings.validation,DefaultSettingsValidator,validateRepositories,Long Statement,The length of the statement "addViolation(problems`Severity.WARNING`prefix + ".layout"`repository.getId()`"uses the unsupported value 'legacy'` artifact resolution might fail.");" is 149.,212
maven,org.apache.maven.settings.validation,DefaultSettingsValidator,validateBannedCharacters,Long Parameter List,The method has 6 parameters. ,318
maven,org.apache.maven.settings.validation,DefaultSettingsValidator,validateBannedCharacters,Long Statement,The length of the statement "addViolation(problems`severity`fieldName`sourceHint`"must not contain any of these characters " + banned + " but found "+ string.charAt(i));" is 140.,318
maven,org.apache.maven.settings.validation,DefaultSettingsValidator,addViolation,Long Parameter List,The method has 5 parameters. ,342
maven,org.apache.maven.settings.validation,DefaultSettingsValidator,addViolation,Magic Number,The method contains a magic number: 256,342
maven,org.apache.maven.settings.validation,DefaultSettingsValidatorTest,testValidate,Magic Number,The method contains a magic number: 2,59
maven,org.apache.maven.settings.validation,DefaultSettingsValidatorTest,testValidateMirror,Magic Number,The method contains a magic number: 4,86
maven,org.apache.maven.settings.validation,DefaultSettingsValidatorTest,testValidateMirror,Magic Number,The method contains a magic number: 2,86
maven,org.apache.maven.settings.validation,DefaultSettingsValidatorTest,testValidateMirror,Magic Number,The method contains a magic number: 3,86
maven,org.apache.maven.settings.validation,DefaultSettingsValidatorTest,testValidateRepository,Long Statement,The length of the statement "assertContains(problems.messages.get(2)`"'profiles.profile[default].repositories.repository.id' must not contain any of these characters");" is 139.,107
